date,portfolio_value,returns,cummax,drawdown
2023-10-23,10000.0,,10000.0,0.0
2023-10-24,10005.63293591191,0.0005632935911910053,10005.63293591191,0.0
2023-10-25,10015.294925707827,0.0009656550323007274,10015.294925707827,0.0
2023-10-26,10018.738803258848,0.00034386182100143436,10018.738803258848,0.0
2023-10-27,10059.87400734048,0.004105826580512506,10059.87400734048,0.0
2023-10-30,10048.29875223844,-0.0011506361902341444,10059.87400734048,-0.11506361902341444
2023-10-31,10063.796201218032,0.0015422958016788613,10063.796201218032,0.0
2023-11-01,10058.775035903884,-0.00049893352505892,10063.796201218032,-0.049893352505892
2023-11-02,10044.211239531438,-0.0014478697774292781,10063.796201218032,-0.19460809117164413
2023-11-03,10051.824133089762,0.000757938416145798,10063.796201218032,-0.11896175050545299
2023-11-06,10060.43001276439,0.0008561510389242244,10063.796201218032,-0.03344849583932774
2023-11-07,10052.221327536285,-0.0008159378095856651,10063.796201218032,-0.11501498490547046
2023-11-08,10046.357306052256,-0.0005833557870403849,10063.796201218032,-0.1732834689524565
2023-11-09,10056.295252618886,0.0009892089504563994,10063.796201218032,-0.07453398746527506
2023-11-10,10069.24193530202,0.0012874207009547778,10069.24193530202,0.0
2023-11-13,10067.691980332913,-0.00015392965816751758,10069.24193530202,-0.015392965816751758
2023-11-14,10077.447579256119,0.0009690005357994025,10077.447579256119,0.0
2023-11-15,10077.447579256119,0.0,10077.447579256119,0.0
2023-11-16,10066.521301087138,-0.0010842307124943051,10077.447579256119,-0.10842307124943051
2023-11-17,10066.521301087138,0.0,10077.447579256119,-0.10842307124943051
2023-11-20,10066.521301087138,0.0,10077.447579256119,-0.10842307124943051
2023-11-21,10066.521301087138,0.0,10077.447579256119,-0.10842307124943051
2023-11-22,10066.521301087138,0.0,10077.447579256119,-0.10842307124943051
2023-11-23,10061.917709028714,-0.00045731707317064885,10077.447579256119,-0.15410519484490015
2023-11-24,10071.278346214176,0.0009303034924508236,10077.447579256119,-0.06121821020078633
2023-11-27,10076.265570944135,0.0004951928204659506,10077.447579256119,-0.011729242972369214
2023-11-28,10078.874273110576,0.0002588957335507569,10078.874273110576,0.0
2023-11-29,10073.196509571851,-0.0005633331049551549,10078.874273110576,-0.05633331049551549
2023-11-30,10069.360182856499,-0.00038084501892798883,10078.874273110576,-0.09439635812761304
2023-12-01,10072.045611557245,0.0002666930819814617,10078.874273110576,-0.06775222478515586
2023-12-04,10080.101897659488,0.0007998659272350217,10080.101897659488,0.0
2023-12-05,10075.805211738292,-0.00042625421496911287,10080.101897659488,-0.04262542149691129
2023-12-06,10062.608247837477,-0.0013097676685372983,10080.101897659488,-0.173546358951715
2023-12-07,10080.774594744562,0.0018053318244788397,10080.774594744562,0.0
2023-12-08,10060.648453791193,-0.0019964875480760202,10080.774594744562,-0.19964875480760202
2023-12-11,10067.698302861152,0.0007007350572221238,10080.774594744562,-0.1297151499670135
2023-12-12,10060.102375964752,-0.0007544849545443322,10080.774594744562,-0.2050657772924236
2023-12-13,10061.790359719507,0.00016778991820087796,10080.774594744562,-0.18832119344233123
2023-12-14,10051.892636793897,-0.0009836940118762572,10080.774594744562,-0.2865053441996612
2023-12-15,10048.924899886144,-0.0002952416042417694,10080.774594744562,-0.3159449163263939
2023-12-18,10053.860584016289,0.000491165391254933,10080.774594744562,-0.2669835584093283
2023-12-19,10067.143065404613,0.001321132442341666,10080.774594744562,-0.13522303481575682
2023-12-20,10053.966013594141,-0.0013089167130001522,10080.774594744562,-0.2659377104255123
2023-12-21,10044.362308016947,-0.0009552156396996914,10080.774594744562,-0.36120524653530106
2023-12-22,10018.817054293717,-0.002543242959569647,10080.774594744562,-0.614610909792046
2023-12-25,10006.539048430632,-0.001225494566528984,10080.774594744562,-0.736407164114472
2023-12-26,9999.503052108364,-0.0007031398456762705,10080.774594744562,-0.8062033514623645
2023-12-27,9997.327770117032,-0.00021753900968846107,10080.774594744562,-0.8277818717525309
2023-12-28,9994.818635680023,-0.00025098051146310585,10080.774594744562,-0.8526721657812875
2023-12-29,9989.550859478157,-0.0005270507043581008,10080.774594744562,-0.9049278347515344
