date,portfolio_value,returns,cummax,drawdown
2023-10-23,10000.0,,10000.0,0.0
2023-10-24,10000.527879796477,5.278797964769488e-05,10000.527879796477,0.0
2023-10-25,10012.46505202345,0.0011936542121031568,10012.46505202345,0.0
2023-10-26,10015.564541819369,0.0003095631075678007,10015.564541819369,0.0
2023-10-27,10052.586225492838,0.0036964150666582984,10052.586225492838,0.0
2023-10-30,10036.920726449243,-0.0015583551030746712,10052.586225492838,-0.15583551030746712
2023-10-31,10050.941166892462,0.0013968866373799127,10052.586225492838,-0.016364531111445757
2023-11-01,10050.941166892462,0.0,10052.586225492838,-0.016364531111445757
2023-11-02,10038.272923356793,-0.0012604037099925858,10052.586225492838,-0.1423842761949845
2023-11-03,10046.284126796418,0.0007980659124124934,10052.586225492838,-0.06269131699102592
2023-11-06,10046.222038873115,-6.1801878703526825e-06,10052.586225492838,-0.06330894833395107
2023-11-07,10038.11444917868,-0.0008070287181651814,10052.586225492838,-0.14396072801104998
2023-11-08,10040.966819125308,0.00028415395750558403,10052.586225492838,-0.11558623927108158
2023-11-09,10050.925929068368,0.0009918477097334844,10052.586225492838,-0.01651611224442462
2023-11-10,10052.411233020006,0.00014777782287134222,10052.586225492838,-0.0017407706724092975
2023-11-13,10059.078597425143,0.0006632602119616138,10059.078597425143,0.0
2023-11-14,10069.60393880911,0.001046352434969755,10069.60393880911,0.0
2023-11-15,10069.603938809112,2.220446049250313e-16,10069.603938809112,0.0
2023-11-16,10043.539979727275,-0.0025883797655024132,10069.603938809112,-0.2588379765502413
2023-11-17,10049.870903971578,0.0006303478909908122,10069.603938809112,-0.19596634542379254
2023-11-20,10032.779742024482,-0.0017006349743597937,10069.603938809112,-0.36569657563895186
2023-11-21,10038.750139475613,0.0005950890585311175,10069.603938809112,-0.30640529181675813
2023-11-22,10062.794054888564,0.0023951104548765034,10069.603938809112,-0.06762812084696312
2023-11-23,10075.296811435499,0.0012424736587808294,10075.296811435499,0.0
2023-11-24,10063.770401394857,-0.0011440268466890169,10075.296811435499,-0.11440268466890169
2023-11-27,10061.894338399889,-0.000186417507568426,10075.296811435499,-0.13302310876239787
2023-11-28,10065.247068588209,0.0003332106336602081,10075.296811435499,-0.09974637011074261
2023-11-29,10060.973331738172,-0.0004246032731153315,10075.296811435499,-0.14216434478703244
2023-11-30,10058.085671704363,-0.000287015971377258,10075.296811435499,-0.17082513848725167
2023-12-01,10061.467039343921,0.0003361840165143626,10075.296811435499,-0.1372641655170037
2023-12-04,10063.743592647443,0.00022626454915775085,10075.296811435499,-0.11466876861576658
2023-12-05,10062.34755603093,-0.00013871941426768508,10075.296811435499,-0.1285248032581121
2023-12-06,10056.772034908452,-0.0005540974500664042,10075.296811435499,-0.18386333299900137
2023-12-07,10070.742323857372,0.0013891424505225736,10075.296811435499,-0.045204500307705064
2023-12-08,10053.55127158956,-0.001707029304789831,10075.296811435499,-0.21583026537994598
2023-12-11,10057.412870541257,0.00038410297489699374,10075.296811435499,-0.17750286893726264
2023-12-12,10033.697726994948,-0.0023579765344795556,10075.296811435499,-0.41288197478546174
2023-12-13,10033.697726994948,0.0,10075.296811435499,-0.41288197478546174
2023-12-14,10040.197458047855,0.0006477901995611823,10075.296811435499,-0.34837041572618466
2023-12-15,10036.390638766927,-0.0003791578100763582,10075.296811435499,-0.38615410936989614
2023-12-18,10049.502195227034,0.001306401567258808,10075.296811435499,-0.2560184249776887
2023-12-19,10070.314438428924,0.0020709725514338473,10075.296811435499,-0.04945137696509283
2023-12-20,10050.34212232257,-0.0019832862447808353,10075.296811435499,-0.2476819252074547
2023-12-21,10038.74277084474,-0.0011541250374023093,10075.296811435499,-0.3628085730364883
2023-12-22,10010.7603542897,-0.0027874423315545904,10075.296811435499,-0.6405414982172064
2023-12-25,9995.996184037182,-0.0014748300558600214,10075.296811435499,-0.7870798139496094
2023-12-26,9995.077613431878,-9.189385313790321e-05,10075.296811435499,-0.7961968714665701
2023-12-27,9983.881630749916,-0.0011201496491549667,10075.296811435499,-0.907319976735832
2023-12-28,9981.906035243876,-0.00019787849847463512,10075.296811435499,-0.9269282874686535
2023-12-29,9977.083656882933,-0.00048311197720318777,10075.296811435499,-0.9747916750312946
