date,portfolio_value,returns,cummax,drawdown
2023-10-23,10000.0,,10000.0,0.0
2023-10-24,10005.386670022339,0.0005386670022338169,10005.386670022339,0.0
2023-10-25,10012.81711413029,0.000742644372777157,10012.81711413029,0.0
2023-10-26,10038.062876757733,0.0025213446265601736,10038.062876757733,0.0
2023-10-27,10117.577415246516,0.007921303090548726,10117.577415246516,0.0
2023-10-30,10050.685027195364,-0.006611502468006791,10117.577415246516,-0.6611502468006791
2023-10-31,10052.750680152896,0.00020552359883363458,10117.577415246516,-0.6407337688954184
2023-11-01,10060.511476859614,0.0007720072797627875,10117.577415246516,-0.5640276920531151
2023-11-02,10026.504470044943,-0.0033802463118193238,10117.577415246516,-0.9001457707092264
2023-11-03,10042.555555192539,0.0016008655055756993,10117.577415246516,-0.7415002324659747
2023-11-06,9994.729251386396,-0.00476236387673401,10117.577415246516,-1.2142053262176877
2023-11-07,10096.64735193145,0.010197184734235476,10117.577415246516,-0.20686832881087192
2023-11-08,10074.97849236475,-0.0021461440428098832,10117.577415246516,-0.42103876386033745
2023-11-09,10082.413714952312,0.0007379889290282104,10117.577415246516,-0.34755059290394463
2023-11-10,10123.72876654564,0.004097734209424164,10123.72876654564,0.0
2023-11-13,10113.365468732167,-0.001023664111559297,10123.72876654564,-0.1023664111559297
2023-11-14,10142.353924088631,0.002866351013032009,10142.353924088631,0.0
2023-11-15,10161.905789211003,0.0019277443154428475,10161.905789211003,0.0
2023-11-16,10130.185124082951,-0.003121527180632855,10161.905789211003,-0.3121527180632855
2023-11-17,10125.770846056486,-0.0004357549217901546,10161.905789211003,-0.3555921881590485
2023-11-20,10025.393067209354,-0.00991309998746659,10161.905789211003,-1.3433771659897342
2023-11-21,10016.768732045552,-0.0008602490801093987,10161.905789211003,-1.42824643502939
2023-11-22,10066.891744667691,0.005003910339048456,10161.905789211003,-0.9350022182274986
2023-11-23,10097.06722878324,0.0029974976269644404,10161.905789211003,-0.6380551224614006
2023-11-24,10088.373989632728,-0.000860966749407277,10161.905789211003,-0.7236024531574015
2023-11-27,10107.609880002512,0.0019067384287647648,10161.905789211003,-0.5343083308855134
2023-11-28,10049.749760161267,-0.005724411658953987,10161.905789211003,-1.103690895942111
2023-11-29,10054.021536290978,0.00042506293506394677,10161.905789211003,-1.0616537405273574
2023-11-30,9997.154743974961,-0.005656123980911643,10161.905789211003,-1.6212612934373039
2023-12-01,9972.481419700234,-0.0024680346465174585,10161.905789211003,-1.8640634290457814
2023-12-04,10002.719238749032,0.003032125884843806,10161.905789211003,-1.5665029155355947
2023-12-05,10028.643457220762,0.0025917170974172343,10161.905789211003,-1.3113911381832266
2023-12-06,10006.93263894711,-0.002164880860134666,10161.905789211003,-1.5250402186214873
2023-12-07,10041.492275531782,0.0034535694234780756,10161.905789211003,-1.184950108542293
2023-12-08,10011.334674800986,-0.0030032987033492553,10161.905789211003,-1.4817212197526963
2023-12-11,9996.239640553504,-0.0015077943888418543,10161.905789211003,-1.6302665276959005
2023-12-12,9922.783605779361,-0.007348366727438216,10161.905789211003,-2.3531234041307525
2023-12-13,9904.256321647654,-0.0018671458400963958,10161.905789211003,-2.5354443635651314
2023-12-14,9905.83009816184,0.0001588990089791409,10161.905789211003,-2.519957342263901
2023-12-15,9875.448494716136,-0.003067042655147234,10161.905789211003,-2.818932791120754
2023-12-18,9878.394961994412,0.0002983628824404505,10161.905789211003,-2.7899375677896687
2023-12-19,9935.717220522029,0.005802790711259664,10161.905789211003,-2.225847920467061
2023-12-20,9916.873278658266,-0.001896585968131359,10161.905789211003,-2.4112850053470303
2023-12-21,9856.684964373682,-0.006069283391380242,10161.905789211003,-3.0035785724502273
2023-12-22,9800.709738895375,-0.005678909864789805,10161.905789211003,-3.5544125069444488
2023-12-25,9770.83985792969,-0.0030477263138548594,10161.905789211003,-3.8483522618022237
2023-12-26,9776.818379610151,0.0006118738785396705,10161.905789211003,-3.7895195801726844
2023-12-27,9803.556327943188,0.0027348312400687913,10161.905789211003,-3.5264001526985056
2023-12-28,9788.216862582945,-0.0015646837583337403,10161.905789211003,-3.677350827487569
2023-12-29,9780.264647532997,-0.0008124273462255527,10161.905789211003,-3.7556059817362097
