date,portfolio_value,returns,cummax,drawdown
2023-10-23,10000.0,,10000.0,0.0
2023-10-24,10000.355363994771,3.553639947706522e-05,10000.355363994771,0.0
2023-10-25,10010.37656107294,0.0010020840973561373,10010.37656107294,0.0
2023-10-26,10012.962615658624,0.0002583373931945854,10012.962615658624,0.0
2023-10-27,10046.981256488756,0.0033974600860819937,10046.981256488756,0.0
2023-10-30,10036.65173160726,-0.0010281222406804957,10046.981256488756,-0.10281222406804957
2023-10-31,10043.807963161009,0.0007130098508063565,10046.981256488756,-0.031584545115959095
2023-11-01,10048.171229848434,0.0004344235476652081,10048.171229848434,0.0
2023-11-02,10035.506477551693,-0.0012604037099925858,10048.171229848434,-0.12604037099925858
2023-11-03,10044.816748334775,0.0009277330251251659,10048.171229848434,-0.033384000301417416
2023-11-06,10028.061756428671,-0.0016680236509920565,10048.171229848434,-0.20013068009855361
2023-11-07,10028.061756428671,0.0,10048.171229848434,-0.20013068009855361
2023-11-08,10031.292058087816,0.0003221262231531963,10048.171229848434,-0.16798252512335576
2023-11-09,10041.639879379029,0.0010315541837773168,10048.171229848434,-0.06500038982222289
2023-11-10,10040.925365362995,-7.115511257294038e-05,10048.171229848434,-0.07211127596945532
2023-11-13,10046.98547567414,0.000603541017449416,10048.171229848434,-0.011800696337371797
2023-11-14,10056.928218778427,0.0009896245125824432,10056.928218778427,0.0
2023-11-15,10056.928218778427,0.0,10056.928218778427,0.0
2023-11-16,10041.759743806237,-0.0015082612346647428,10056.928218778427,-0.15082612346647428
2023-11-17,10047.017837688492,0.0005236227530238668,10056.928218778427,-0.09854282415409088
2023-11-20,10010.932365990027,-0.003591659961337035,10056.928218778427,-0.4573548879718059
2023-11-21,10009.453132331424,-0.0001477618272228698,10056.928218778427,-0.4720634911001609
2023-11-22,10032.327612158428,0.0022852876700243385,10056.928218778427,-0.24461352497340272
2023-11-23,10042.786996381177,0.00104256804872227,10056.928218778427,-0.14061174634660834
2023-11-24,10032.740581795975,-0.0010003612133586692,10056.928218778427,-0.24050720514527946
2023-11-27,10036.310670995501,0.00035584386643106036,10056.928218778427,-0.20500840151596034
2023-11-28,10037.553051982912,0.00012378861397754903,10056.928218778427,-0.1926549178240866
2023-11-29,10024.012585792882,-0.0013489807844507817,10056.928218778427,-0.32729310848699233
2023-11-30,10003.24383730248,-0.0020718996821529334,10056.928218778427,-0.5338049582148452
2023-12-01,10006.606767993877,0.0003361840165143626,10056.928218778427,-0.500366013258291
2023-12-04,10008.870908362835,0.0002262645491575288,10056.928218778427,-0.47785277343292965
2023-12-05,10017.68891338984,0.0008810189588555062,10056.928218778427,-0.3901718749003136
2023-12-06,10011.87793897951,-0.0005800713578321126,10056.928218778427,-0.4479526831542624
2023-12-07,10021.955214301088,0.0010065319796142003,10056.928218778427,-0.347750363893784
2023-12-08,9999.021597015038,-0.0022883376342894834,10056.928218778427,-0.5757883570777
2023-12-11,9992.658164708613,-0.0006364054967462618,10056.928218778427,-0.6390624718769278
2023-12-12,9972.6428006599,-0.002003006979604538,10056.928218778427,-0.838083123245803
2023-12-13,9974.304226532427,0.00016659835368981746,10056.928218778427,-0.8215629111454015
2023-12-14,9979.96094360097,0.0005671289886561848,10056.928218778427,-0.7653159444226842
2023-12-15,9970.792662778316,-0.0009186690082723104,10056.928218778427,-0.8564797732102392
2023-12-18,9969.861813939366,-9.335755645845101e-05,10056.928218778427,-0.8657355699973057
2023-12-19,9986.361600215705,0.0016549663961511474,10056.928218778427,-0.7016716936584899
2023-12-20,9968.4908219679,-0.001789518441573268,10056.928218778427,-0.8793678833800889
2023-12-21,9958.80005216891,-0.0009721401134897834,10056.928218778427,-0.9757270259351136
2023-12-22,9954.99634381565,-0.00038194444444450415,10056.928218778427,-1.0135487968627177
2023-12-25,9941.922373508554,-0.0013133073941526963,10056.928218778427,-1.1435484351487335
2023-12-26,9942.017982951145,9.616796329714461e-06,10056.928218778427,-1.1425977527881659
2023-12-27,9935.220564790307,-0.0006837060818533081,10056.928218778427,-1.210187159940801
2023-12-28,9932.504632314965,-0.0002733640846350749,10056.928218778427,-1.2371927466990895
2023-12-29,9927.696059572723,-0.00048412489298998995,10056.928218778427,-1.2850062801919915
